left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	Annotation	Annotation	
Gyroscope X	Gyroscope X	Gyroscope Y	Gyroscope Y	Gyroscope Z	Gyroscope Z	Low Noise Accelerometer X	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Low Noise Accelerometer Z	Magnetometer X	Magnetometer X	Magnetometer Y	Magnetometer Y	Magnetometer Z	Magnetometer Z	SyncTimestamp	SystemTimestamp	Timestamp	Timestamp	Level	Pulse	
CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	UNCAL	CAL	RAW	no format	no format	
deg/s	No Units	deg/s	No Units	deg/s	No Units	m/s^2	No Units	m/s^2	No Units	m/s^2	No Units	local flux	No Units	local flux	No Units	local flux	No Units	mSecs	mSecs	mSecs	No Units	no unit	no unit	
-0.2595419847328244	-14.0	0.21374045801526717	17.0	1.6030534351145038	-105.0	0.16867469879518074	1285.0	9.180722891566266	2033.0	0.04819277108433735	2043.0	-0.43	473.0	-0.03090909090909091	-34.0	-0.23163265306122452	227.0	1.522892477583125E12	1.522892477592E12	1261.71875	41344.0	0.0	0.0	
-0.2900763358778626	-31.0	0.47328244274809156	19.0	1.6946564885496183	-111.0	0.16867469879518074	1285.0	9.180722891566266	2033.0	0.03614457831325302	2044.0	-0.43	473.0	-0.03090909090909091	-34.0	-0.23163265306122452	227.0	1.5228924775870313E12	1.522892477626E12	1265.625	41472.0	0.0	0.0	
-0.1984732824427481	-33.0	0.5038167938931297	13.0	1.7099236641221374	-112.0	0.13253012048192772	1284.0	9.19277108433735	2036.0	0.012048192771084338	2046.0	-0.42727272727272725	470.0	-0.0027272727272727275	-3.0	-0.2285714285714286	224.0	1.5228924775909375E12	1.522892477627E12	1269.53125	41600.0	0.0	0.0	
-0.16793893129770993	-17.0	0.2595419847328244	11.0	1.648854961832061	-108.0	0.14457831325301207	1285.0	9.180722891566266	2035.0	0.0	2047.0	-0.4354545454545454	479.0	-0.026363636363636363	-29.0	-0.22755102040816327	223.0	1.5228924775948438E12	1.522892477628E12	1273.4375	41728.0	0.0	0.0	
-0.21374045801526717	-8.0	0.12213740458015267	14.0	1.8015267175572518	-118.0	0.24096385542168675	1286.0	9.168674698795181	2027.0	0.012048192771084338	2046.0	-0.4290909090909091	472.0	-0.026363636363636363	-29.0	-0.22755102040816327	223.0	1.52289247759875E12	1.52289247763E12	1277.34375	41856.0	0.0	0.0	
-0.10687022900763359	-15.0	0.22900763358778625	7.0	1.9083969465648853	-125.0	0.28915662650602414	1284.0	9.19277108433735	2023.0	0.012048192771084338	2046.0	-0.4254545454545455	468.0	-0.0018181818181818182	-2.0	-0.22551020408163266	221.0	1.5228924776026563E12	1.522892477631E12	1281.25	41984.0	0.0	0.0	
-0.04580152671755725	-32.0	0.48854961832061067	3.0	1.7099236641221374	-112.0	0.3132530120481928	1285.0	9.180722891566266	2021.0	0.0	2047.0	-0.43272727272727274	476.0	-0.023636363636363636	-26.0	-0.23367346938775513	229.0	1.5228924776065625E12	1.522892477632E12	1285.15625	42112.0	0.0	0.0	
-0.030534351145038167	-13.0	0.1984732824427481	2.0	1.7404580152671756	-114.0	0.3132530120481928	1285.0	9.180722891566266	2021.0	-0.024096385542168676	2049.0	-0.4309090909090909	474.0	-0.03	-33.0	-0.2285714285714286	224.0	1.5228924776104688E12	1.522892477633E12	1289.0625	42240.0	0.0	0.0	
-0.183206106870229	-30.0	0.4580152671755725	12.0	1.8473282442748091	-121.0	0.3373493975903615	1285.0	9.180722891566266	2019.0	-0.024096385542168676	2049.0	-0.4309090909090909	474.0	-0.03	-33.0	-0.2285714285714286	224.0	1.522892477614375E12	1.522892477634E12	1292.96875	42368.0	0.0	0.0	
-0.07633587786259542	-21.0	0.32061068702290074	5.0	1.648854961832061	-108.0	0.3253012048192771	1283.0	9.204819277108435	2020.0	-0.03614457831325302	2050.0	-0.43636363636363634	480.0	-0.02181818181818182	-24.0	-0.22551020408163266	221.0	1.5228924776182813E12	1.522892477635E12	1296.875	42496.0	0.0	0.0	
-0.38167938931297707	-38.0	0.5801526717557252	25.0	1.66412213740458	-109.0	0.3373493975903615	1283.0	9.204819277108435	2019.0	-0.04819277108433735	2051.0	-0.4309090909090909	474.0	-0.026363636363636363	-29.0	-0.2285714285714286	224.0	1.5228924776221875E12	1.522892477636E12	1300.78125	42624.0	0.0	0.0	
-0.183206106870229	-35.0	0.5343511450381679	12.0	1.5725190839694656	-103.0	0.3132530120481928	1283.0	9.204819277108435	2021.0	-0.07228915662650603	2053.0	-0.4309090909090909	474.0	-0.02090909090909091	-23.0	-0.22448979591836737	220.0	1.5228924776260938E12	1.522892477637E12	1304.6875	42752.0	0.0	0.0	
-0.2748091603053435	-49.0	0.7480916030534351	18.0	1.7251908396946565	-113.0	0.26506024096385544	1283.0	9.204819277108435	2025.0	-0.060240963855421686	2052.0	-0.43454545454545457	478.0	-0.02090909090909091	-23.0	-0.22346938775510206	219.0	1.52289247763E12	1.522892477638E12	1308.59375	42880.0	0.0	0.0	
-0.0916030534351145	-27.0	0.41221374045801523	6.0	1.648854961832061	-108.0	0.26506024096385544	1284.0	9.19277108433735	2025.0	-0.07228915662650603	2053.0	-0.43636363636363634	480.0	-0.03090909090909091	-34.0	-0.2326530612244898	228.0	1.5228924776339063E12	1.522892477649E12	1312.5	43008.0	0.0	0.0	
-0.32061068702290074	-44.0	0.6717557251908397	21.0	1.5114503816793892	-99.0	0.27710843373493976	1285.0	9.180722891566266	2024.0	-0.08433734939759037	2054.0	-0.43636363636363634	480.0	-0.024545454545454544	-27.0	-0.2326530612244898	228.0	1.5228924776378125E12	1.52289247765E12	1316.40625	43136.0	0.0	0.0	
-0.366412213740458	-37.0	0.564885496183206	24.0	1.7099236641221374	-112.0	0.27710843373493976	1285.0	9.180722891566266	2024.0	-0.0963855421686747	2055.0	-0.4290909090909091	472.0	-0.024545454545454544	-27.0	-0.22653061224489798	222.0	1.5228924776417188E12	1.522892477651E12	1320.3125	43264.0	0.0	0.0	
-0.3511450381679389	-37.0	0.564885496183206	23.0	1.5572519083969465	-102.0	0.27710843373493976	1284.0	9.19277108433735	2024.0	-0.12048192771084337	2057.0	-0.42363636363636364	466.0	-0.0036363636363636364	-4.0	-0.22448979591836737	220.0	1.522892477645625E12	1.522892477653E12	1324.21875	43392.0	0.0	0.0	
-0.3053435114503817	-27.0	0.41221374045801523	20.0	1.5267175572519083	-100.0	0.28915662650602414	1284.0	9.19277108433735	2023.0	-0.14457831325301207	2059.0	-0.4263636363636364	469.0	-0.0027272727272727275	-3.0	-0.21938775510204084	215.0	1.5228924776495313E12	1.522892477654E12	1328.125	43520.0	0.0	0.0	
-0.04580152671755725	-38.0	0.5801526717557252	3.0	1.5572519083969465	-102.0	0.27710843373493976	1286.0	9.168674698795181	2024.0	-0.1566265060240964	2060.0	-0.4263636363636364	469.0	-0.017272727272727273	-19.0	-0.2285714285714286	224.0	1.5228924776534375E12	1.522892477654E12	1332.03125	43648.0	0.0	0.0	
-0.41221374045801523	-36.0	0.549618320610687	27.0	1.5572519083969465	-102.0	0.2530120481927711	1284.0	9.19277108433735	2026.0	-0.14457831325301207	2059.0	-0.4354545454545454	479.0	-0.023636363636363636	-26.0	-0.22244897959183677	218.0	1.5228924776573438E12	1.522892477668E12	1335.9375	43776.0	0.0	0.0	
-0.4427480916030534	-27.0	0.41221374045801523	29.0	1.8015267175572518	-118.0	0.24096385542168675	1285.0	9.180722891566266	2027.0	-0.13253012048192772	2058.0	-0.4309090909090909	474.0	-0.023636363636363636	-26.0	-0.22142857142857145	217.0	1.52289247766125E12	1.522892477669E12	1339.84375	43904.0	0.0	0.0	
-0.7022900763358778	-35.0	0.5343511450381679	46.0	1.618320610687023	-106.0	0.2530120481927711	1284.0	9.19277108433735	2026.0	-0.13253012048192772	2058.0	-0.4309090909090909	474.0	-0.023636363636363636	-26.0	-0.22142857142857145	217.0	1.5228924776651563E12	1.522892477671E12	1343.75	44032.0	0.0	0.0	
-0.5954198473282443	-32.0	0.48854961832061067	39.0	1.5877862595419847	-104.0	0.28915662650602414	1285.0	9.180722891566266	2023.0	-0.10843373493975904	2056.0	-0.42272727272727273	465.0	-0.026363636363636363	-29.0	-0.22653061224489798	222.0	1.5228924776690625E12	1.522892477681E12	1347.65625	44160.0	0.0	0.0	
-0.5190839694656488	-35.0	0.5343511450381679	34.0	1.66412213740458	-109.0	0.3493975903614458	1285.0	9.180722891566266	2018.0	-0.10843373493975904	2056.0	-0.43272727272727274	476.0	-0.024545454545454544	-27.0	-0.22448979591836737	220.0	1.5228924776729688E12	1.522892477681E12	1351.5625	44288.0	0.0	0.0	
-0.7786259541984732	-27.0	0.41221374045801523	51.0	1.83206106870229	-120.0	0.45783132530120485	1286.0	9.168674698795181	2009.0	-0.0963855421686747	2055.0	-0.43272727272727274	476.0	-0.03090909090909091	-34.0	-0.2285714285714286	224.0	1.522892477676875E12	1.522892477682E12	1355.46875	44416.0	0.0	0.0	
-0.5954198473282443	-25.0	0.38167938931297707	39.0	1.83206106870229	-120.0	0.45783132530120485	1284.0	9.19277108433735	2009.0	-0.08433734939759037	2054.0	-0.42818181818181816	471.0	-0.02	-22.0	-0.22653061224489798	222.0	1.5228924776807813E12	1.522892477703E12	1359.375	44544.0	0.0	0.0	
-0.7633587786259541	-39.0	0.5954198473282443	50.0	1.6946564885496183	-111.0	0.45783132530120485	1283.0	9.204819277108435	2009.0	-0.0963855421686747	2055.0	-0.43636363636363634	480.0	-0.02727272727272727	-30.0	-0.22346938775510206	219.0	1.5228924776846875E12	1.522892477704E12	1363.28125	44672.0	0.0	0.0	
