left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	left thigh	Annotation	Annotation	
Gyroscope X	Gyroscope X	Gyroscope Y	Gyroscope Y	Gyroscope Z	Gyroscope Z	Low Noise Accelerometer X	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Low Noise Accelerometer Z	Magnetometer X	Magnetometer X	Magnetometer Y	Magnetometer Y	Magnetometer Z	Magnetometer Z	SyncTimestamp	SystemTimestamp	Timestamp	Timestamp	Level	Pulse	
CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	RAW	CAL	UNCAL	CAL	RAW	no format	no format	
deg/s	No Units	deg/s	No Units	deg/s	No Units	m/s^2	No Units	m/s^2	No Units	m/s^2	No Units	local flux	No Units	local flux	No Units	local flux	No Units	mSecs	mSecs	mSecs	No Units	no unit	no unit	
-0.3511450381679389	-43.0	0.6564885496183206	23.0	1.4351145038167938	-94.0	0.27710843373493976	1284.0	9.19277108433735	2024.0	-0.07228915662650603	2053.0	-0.4318181818181818	475.0	-0.01818181818181818	-20.0	-0.22244897959183677	218.0	1.5228925453510313E12	1.52289254539E12	1031.25	33792.0	0.0	0.0	
-0.366412213740458	-41.0	0.6259541984732824	24.0	1.3893129770992365	-91.0	0.30120481927710846	1284.0	9.19277108433735	2022.0	-0.07228915662650603	2053.0	-0.42272727272727273	465.0	-0.024545454545454544	-27.0	-0.22653061224489798	222.0	1.5228925453549375E12	1.522892545391E12	1035.15625	33920.0	0.0	0.0	
-0.38167938931297707	-36.0	0.549618320610687	25.0	1.6030534351145038	-105.0	0.30120481927710846	1284.0	9.19277108433735	2022.0	-0.0963855421686747	2055.0	-0.42272727272727273	465.0	-0.024545454545454544	-27.0	-0.22653061224489798	222.0	1.5228925453588438E12	1.522892545391E12	1039.0625	34048.0	0.0	0.0	
-0.5038167938931297	-29.0	0.4427480916030534	33.0	1.5114503816793892	-99.0	0.28915662650602414	1286.0	9.168674698795181	2023.0	-0.07228915662650603	2053.0	-0.42272727272727273	465.0	-0.006363636363636364	-7.0	-0.22142857142857145	217.0	1.52289254536275E12	1.522892545391E12	1042.96875	34176.0	0.0	0.0	
-0.4427480916030534	-31.0	0.47328244274809156	29.0	1.4351145038167938	-94.0	0.26506024096385544	1285.0	9.180722891566266	2025.0	-0.0963855421686747	2055.0	-0.4263636363636364	469.0	-0.019090909090909092	-21.0	-0.22448979591836737	220.0	1.5228925453666563E12	1.522892545391E12	1046.875	34304.0	0.0	0.0	
-0.3511450381679389	-34.0	0.5190839694656488	23.0	1.4198473282442747	-93.0	0.24096385542168675	1285.0	9.180722891566266	2027.0	-0.0963855421686747	2055.0	-0.4209090909090909	463.0	-0.025454545454545455	-28.0	-0.22653061224489798	222.0	1.5228925453705625E12	1.522892545393E12	1050.78125	34432.0	0.0	0.0	
-0.549618320610687	-48.0	0.732824427480916	36.0	1.450381679389313	-95.0	0.22891566265060243	1286.0	9.168674698795181	2028.0	-0.0963855421686747	2055.0	-0.4218181818181818	464.0	-0.005454545454545455	-6.0	-0.22448979591836737	220.0	1.5228925453744688E12	1.522892545395E12	1054.6875	34560.0	0.0	0.0	
-0.7022900763358778	-44.0	0.6717557251908397	46.0	1.618320610687023	-106.0	0.2530120481927711	1286.0	9.168674698795181	2026.0	-0.10843373493975904	2056.0	-0.42818181818181816	471.0	-0.022727272727272728	-25.0	-0.22040816326530616	216.0	1.522892545378375E12	1.522892545395E12	1058.59375	34688.0	0.0	0.0	
-0.6412213740458015	-30.0	0.4580152671755725	42.0	1.4198473282442747	-93.0	0.28915662650602414	1285.0	9.180722891566266	2023.0	-0.08433734939759037	2054.0	-0.41818181818181815	460.0	-0.011818181818181818	-13.0	-0.22551020408163266	221.0	1.5228925453822813E12	1.522892545396E12	1062.5	34816.0	0.0	0.0	
-0.6717557251908397	-37.0	0.564885496183206	44.0	1.648854961832061	-108.0	0.3132530120481928	1283.0	9.204819277108435	2021.0	-0.08433734939759037	2054.0	-0.41818181818181815	460.0	-0.011818181818181818	-13.0	-0.22551020408163266	221.0	1.5228925453861875E12	1.522892545396E12	1066.40625	34944.0	0.0	0.0	
